Loading channels: ...working... done
# Name                       Version           Build  Channel             
conda                         23.3.1 py310haa95532_0  pkgs/main           
conda                         23.3.1 py311h1ea47a8_0  conda-forge         
conda                         23.3.1 py311haa95532_0  pkgs/main           
conda                         23.3.1  py38h32ec214_0  conda-forge         
conda                         23.3.1  py38haa244fe_0  conda-forge         
conda                         23.3.1  py38haa95532_0  pkgs/main           
conda                         23.3.1  py39h0d475fb_0  conda-forge         
conda                         23.3.1  py39haa95532_0  pkgs/main           
conda                         23.3.1  py39hcbf5309_0  conda-forge         
conda                         23.5.0 py310h5588dad_0  conda-forge         
conda                         23.5.0 py310h5588dad_1  conda-forge         
conda                         23.5.0 py310haa95532_0  pkgs/main           
conda                         23.5.0 py311h1ea47a8_0  conda-forge         
conda                         23.5.0 py311h1ea47a8_1  conda-forge         
conda                         23.5.0 py311haa95532_0  pkgs/main           
conda                         23.5.0  py38h32ec214_0  conda-forge         
conda                         23.5.0  py38h32ec214_1  conda-forge         
conda                         23.5.0  py38haa244fe_0  conda-forge         
conda                         23.5.0  py38haa244fe_1  conda-forge         
conda                         23.5.0  py38haa95532_0  pkgs/main           
conda                         23.5.0  py39h0d475fb_0  conda-forge         
conda                         23.5.0  py39h0d475fb_1  conda-forge         
conda                         23.5.0  py39haa95532_0  pkgs/main           
conda                         23.5.0  py39hcbf5309_0  conda-forge         
conda                         23.5.0  py39hcbf5309_1  conda-forge         
conda                         23.5.1 py310haa95532_0  pkgs/main           
conda                         23.5.1 py311haa95532_0  pkgs/main           
conda                         23.5.1  py38haa95532_0  pkgs/main           
conda                         23.5.1  py39haa95532_0  pkgs/main           
conda                         23.5.2 py310h5588dad_0  conda-forge         
conda                         23.5.2 py310haa95532_0  pkgs/main           
conda                         23.5.2 py311h1ea47a8_0  conda-forge         
conda                         23.5.2 py311haa95532_0  pkgs/main           
conda                         23.5.2  py38h32ec214_0  conda-forge         
conda                         23.5.2  py38haa244fe_0  conda-forge         
conda                         23.5.2  py38haa95532_0  pkgs/main           
conda                         23.5.2  py39h0d475fb_0  conda-forge         
conda                         23.5.2  py39haa95532_0  pkgs/main           
conda                         23.5.2  py39hcbf5309_0  conda-forge         
conda                         23.7.0 py310haa95532_0  pkgs/main           
conda                         23.7.0 py311haa95532_0  pkgs/main           
conda                         23.7.0  py38haa95532_0  pkgs/main           
conda                         23.7.0  py39haa95532_0  pkgs/main           
conda                         23.7.1 py310h5588dad_0  conda-forge         
conda                         23.7.1 py310haa95532_0  pkgs/main           
conda                         23.7.1 py311h1ea47a8_0  conda-forge         
conda                         23.7.1 py311haa95532_0  pkgs/main           
conda                         23.7.1  py38h32ec214_0  conda-forge         
conda                         23.7.1  py38haa244fe_0  conda-forge         
conda                         23.7.1  py38haa95532_0  pkgs/main           
conda                         23.7.1  py39h0d475fb_0  conda-forge         
conda                         23.7.1  py39haa95532_0  pkgs/main           
conda                         23.7.1  py39hcbf5309_0  conda-forge         
conda                         23.7.2 py310h5588dad_0  conda-forge         
conda                         23.7.2 py310haa95532_0  pkgs/main           
conda                         23.7.2 py311h1ea47a8_0  conda-forge         
conda                         23.7.2 py311haa95532_0  pkgs/main           
conda                         23.7.2  py38h32ec214_0  conda-forge         
conda                         23.7.2  py38haa244fe_0  conda-forge         
conda                         23.7.2  py38haa95532_0  pkgs/main           
conda                         23.7.2  py39h0d475fb_0  conda-forge         
conda                         23.7.2  py39haa95532_0  pkgs/main           
conda                         23.7.2  py39hcbf5309_0  conda-forge         
conda                         23.7.3 py310h5588dad_0  conda-forge         
conda                         23.7.3 py310haa95532_0  pkgs/main           
conda                         23.7.3 py311h1ea47a8_0  conda-forge         
conda                         23.7.3 py311haa95532_0  pkgs/main           
conda                         23.7.3  py38h32ec214_0  conda-forge         
conda                         23.7.3  py38haa244fe_0  conda-forge         
conda                         23.7.3  py38haa95532_0  pkgs/main           
conda                         23.7.3  py39h0d475fb_0  conda-forge         
conda                         23.7.3  py39haa95532_0  pkgs/main           
conda                         23.7.3  py39hcbf5309_0  conda-forge         
conda                         23.7.4 py310h5588dad_0  conda-forge         
conda                         23.7.4 py310haa95532_0  pkgs/main           
conda                         23.7.4 py311h1ea47a8_0  conda-forge         
conda                         23.7.4 py311haa95532_0  pkgs/main           
conda                         23.7.4  py38haa244fe_0  conda-forge         
conda                         23.7.4  py38haa95532_0  pkgs/main           
conda                         23.7.4  py39h0d475fb_0  conda-forge         
conda                         23.7.4  py39haa95532_0  pkgs/main           
conda                         23.7.4  py39hcbf5309_0  conda-forge         
conda                         23.9.0 py310h5588dad_0  conda-forge         
conda                         23.9.0 py310h5588dad_1  conda-forge         
conda                         23.9.0 py310h5588dad_2  conda-forge         
conda                         23.9.0 py310haa95532_0  pkgs/main           
conda                         23.9.0 py311h1ea47a8_0  conda-forge         
conda                         23.9.0 py311h1ea47a8_1  conda-forge         
conda                         23.9.0 py311h1ea47a8_2  conda-forge         
conda                         23.9.0 py311haa95532_0  pkgs/main           
conda                         23.9.0 py312h2e8e312_2  conda-forge         
conda                         23.9.0  py38haa244fe_0  conda-forge         
conda                         23.9.0  py38haa244fe_1  conda-forge         
conda                         23.9.0  py38haa244fe_2  conda-forge         
conda                         23.9.0  py38haa95532_0  pkgs/main           
conda                         23.9.0  py39h0d475fb_0  conda-forge         
conda                         23.9.0  py39h0d475fb_1  conda-forge         
conda                         23.9.0  py39h0d475fb_2  conda-forge         
conda                         23.9.0  py39haa95532_0  pkgs/main           
conda                         23.9.0  py39hcbf5309_0  conda-forge         
conda                         23.9.0  py39hcbf5309_1  conda-forge         
conda                         23.9.0  py39hcbf5309_2  conda-forge         
conda                        23.10.0 py310h5588dad_0  conda-forge         
conda                        23.10.0 py310h5588dad_1  conda-forge         
conda                        23.10.0 py310haa95532_0  pkgs/main           
conda                        23.10.0 py311h1ea47a8_0  conda-forge         
conda                        23.10.0 py311h1ea47a8_1  conda-forge         
conda                        23.10.0 py311haa95532_0  pkgs/main           
conda                        23.10.0 py312h2e8e312_0  conda-forge         
conda                        23.10.0 py312h2e8e312_1  conda-forge         
conda                        23.10.0  py38haa244fe_0  conda-forge         
conda                        23.10.0  py38haa244fe_1  conda-forge         
conda                        23.10.0  py38haa95532_0  pkgs/main           
conda                        23.10.0  py39h0d475fb_0  conda-forge         
conda                        23.10.0  py39h0d475fb_1  conda-forge         
conda                        23.10.0  py39haa95532_0  pkgs/main           
conda                        23.10.0  py39hcbf5309_0  conda-forge         
conda                        23.10.0  py39hcbf5309_1  conda-forge         
conda                        23.11.0 py310h5588dad_1  conda-forge         
conda                        23.11.0 py310haa95532_0  pkgs/main           
conda                        23.11.0 py311h1ea47a8_1  conda-forge         
conda                        23.11.0 py311haa95532_0  pkgs/main           
conda                        23.11.0 py312h2e8e312_1  conda-forge         
conda                        23.11.0  py38haa244fe_1  conda-forge         
conda                        23.11.0  py38haa95532_0  pkgs/main           
conda                        23.11.0  py39h0d475fb_1  conda-forge         
conda                        23.11.0  py39haa95532_0  pkgs/main           
conda                        23.11.0  py39hcbf5309_1  conda-forge         
conda                         24.1.0 py310haa95532_0  pkgs/main           
conda                         24.1.0 py311haa95532_0  pkgs/main           
conda                         24.1.0 py312haa95532_0  pkgs/main           
conda                         24.1.0 py312haa95532_1  pkgs/main           
conda                         24.1.0  py38haa95532_0  pkgs/main           
conda                         24.1.0  py39haa95532_0  pkgs/main           
conda                         24.1.1 py310h5588dad_0  conda-forge         
conda                         24.1.1 py310haa95532_0  pkgs/main           
conda                         24.1.1 py311h1ea47a8_0  conda-forge         
conda                         24.1.1 py311haa95532_0  pkgs/main           
conda                         24.1.1 py312h2e8e312_0  conda-forge         
conda                         24.1.1 py312haa95532_0  pkgs/main           
conda                         24.1.1  py38haa244fe_0  conda-forge         
conda                         24.1.1  py38haa95532_0  pkgs/main           
conda                         24.1.1  py39h0d475fb_0  conda-forge         
conda                         24.1.1  py39haa95532_0  pkgs/main           
conda                         24.1.1  py39hcbf5309_0  conda-forge         
conda                         24.1.2 py310h5588dad_0  conda-forge         
conda                         24.1.2 py310haa95532_0  pkgs/main           
conda                         24.1.2 py311h1ea47a8_0  conda-forge         
conda                         24.1.2 py311haa95532_0  pkgs/main           
conda                         24.1.2 py312h2e8e312_0  conda-forge         
conda                         24.1.2 py312haa95532_0  pkgs/main           
conda                         24.1.2  py38haa244fe_0  conda-forge         
conda                         24.1.2  py38haa95532_0  pkgs/main           
conda                         24.1.2  py39h0d475fb_0  conda-forge         
conda                         24.1.2  py39haa95532_0  pkgs/main           
conda                         24.1.2  py39hcbf5309_0  conda-forge         
conda                         24.3.0 py310h5588dad_0  conda-forge         
conda                         24.3.0 py310haa95532_0  pkgs/main           
conda                         24.3.0 py311h1ea47a8_0  conda-forge         
conda                         24.3.0 py311haa95532_0  pkgs/main           
conda                         24.3.0 py312h2e8e312_0  conda-forge         
conda                         24.3.0 py312haa95532_0  pkgs/main           
conda                         24.3.0  py38haa244fe_0  conda-forge         
conda                         24.3.0  py38haa95532_0  pkgs/main           
conda                         24.3.0  py39h0d475fb_0  conda-forge         
conda                         24.3.0  py39haa95532_0  pkgs/main           
conda                         24.3.0  py39hcbf5309_0  conda-forge         
conda                         24.4.0 py310h5588dad_0  conda-forge         
conda                         24.4.0 py310haa95532_0  pkgs/main           
conda                         24.4.0 py311h1ea47a8_0  conda-forge         
conda                         24.4.0 py311haa95532_0  pkgs/main           
conda                         24.4.0 py312h2e8e312_0  conda-forge         
conda                         24.4.0 py312haa95532_0  pkgs/main           
conda                         24.4.0  py38haa244fe_0  conda-forge         
conda                         24.4.0  py38haa95532_0  pkgs/main           
conda                         24.4.0  py39h0d475fb_0  conda-forge         
conda                         24.4.0  py39haa95532_0  pkgs/main           
conda                         24.4.0  py39hcbf5309_0  conda-forge         
conda                         24.5.0 py310h5588dad_0  conda-forge         
conda                         24.5.0 py310haa95532_0  pkgs/main           
conda                         24.5.0 py311h1ea47a8_0  conda-forge         
conda                         24.5.0 py311haa95532_0  pkgs/main           
conda                         24.5.0 py312h2e8e312_0  conda-forge         
conda                         24.5.0 py312haa95532_0  pkgs/main           
conda                         24.5.0  py38haa244fe_0  conda-forge         
conda                         24.5.0  py38haa95532_0  pkgs/main           
conda                         24.5.0  py39h0d475fb_0  conda-forge         
conda                         24.5.0  py39haa95532_0  pkgs/main           
conda                         24.5.0  py39hcbf5309_0  conda-forge         
conda                         24.7.1 py310h5588dad_0  conda-forge         
conda                         24.7.1 py310haa95532_0  pkgs/main           
conda                         24.7.1 py311h1ea47a8_0  conda-forge         
conda                         24.7.1 py311haa95532_0  pkgs/main           
conda                         24.7.1 py312h2e8e312_0  conda-forge         
conda                         24.7.1 py312haa95532_0  pkgs/main           
conda                         24.7.1  py38haa244fe_0  conda-forge         
conda                         24.7.1  py38haa95532_0  pkgs/main           
conda                         24.7.1  py39h0d475fb_0  conda-forge         
conda                         24.7.1  py39haa95532_0  pkgs/main           
conda                         24.7.1  py39hcbf5309_0  conda-forge         
conda                         24.9.0 py310h5588dad_0  conda-forge         
conda                         24.9.0 py310haa95532_0  pkgs/main           
conda                         24.9.0 py311h1ea47a8_0  conda-forge         
conda                         24.9.0 py311haa95532_0  pkgs/main           
conda                         24.9.0 py312h2e8e312_0  conda-forge         
conda                         24.9.0 py312haa95532_0  pkgs/main           
conda                         24.9.0  py38haa95532_0  pkgs/main           
conda                         24.9.0  py39haa95532_0  pkgs/main           
conda                         24.9.0  py39hcbf5309_0  conda-forge         
conda                         24.9.1 py310h5588dad_0  conda-forge         
conda                         24.9.1 py310haa95532_0  pkgs/main           
conda                         24.9.1 py311h1ea47a8_0  conda-forge         
conda                         24.9.1 py311haa95532_0  pkgs/main           
conda                         24.9.1 py312h2e8e312_0  conda-forge         
conda                         24.9.1 py312haa95532_0  pkgs/main           
conda                         24.9.1  py38haa95532_0  pkgs/main           
conda                         24.9.1  py39haa95532_0  pkgs/main           
conda                         24.9.1  py39hcbf5309_0  conda-forge         
conda                         24.9.2 py310h5588dad_0  conda-forge         
conda                         24.9.2 py310haa95532_0  pkgs/main           
conda                         24.9.2 py311h1ea47a8_0  conda-forge         
conda                         24.9.2 py311haa95532_0  pkgs/main           
conda                         24.9.2 py312h2e8e312_0  conda-forge         
conda                         24.9.2 py312haa95532_0  pkgs/main           
conda                         24.9.2  py38haa95532_0  pkgs/main           
conda                         24.9.2  py39haa95532_0  pkgs/main           
conda                         24.9.2  py39hcbf5309_0  conda-forge         
